job_id,title,description,skills,riasec_vector,tags_en
29-1181.00,Audiologists,Assess and treat persons with hearing and related disorders. May fit hearing aids and provide auditory training. May perform research related to hearing problems.,,"[0.5842857142857143, 0.8614285714285714, 0.30428571428571427, 0.8228571428571428, 0.23, 0.5942857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
29-1211.00,Anesthesiologists,"Administer anesthetics and analgesics for pain management prior to, during, or after surgery.",,"[0.7328571428571429, 0.8242857142857142, 0.16142857142857142, 0.7457142857142857, 0.35428571428571426, 0.5642857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|speaking|time-management|writing
29-1212.00,Cardiologists,"Diagnose, treat, manage, and prevent diseases or conditions of the cardiovascular system. May further subspecialize in interventional procedures (e.g., balloon angioplasty and stent placement), echocardiography, or electrophysiology.",,"[0.71, 0.9800000000000001, 0.1657142857142857, 0.6757142857142858, 0.32857142857142857, 0.5728571428571428]",diagnose|treat|manage|echocardiography|or-electrophysiology|cardiologists
29-1213.00,Dermatologists,"Diagnose and treat diseases relating to the skin, hair, and nails. May perform both medical and dermatological surgery functions.",,"[0.7928571428571428, 0.8985714285714286, 0.25142857142857145, 0.6128571428571429, 0.25142857142857145, 0.5214285714285715]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|science|service-orientation|social-perceptiveness|speaking|writing
29-1214.00,Emergency Medicine Physicians,"Make immediate medical decisions and act to prevent death or further disability. Provide immediate recognition, evaluation, care, stabilization, and disposition of patients. May direct emergency medical staff in an emergency department.",,"[0.5971428571428571, 0.8057142857142857, 0.14285714285714285, 0.7942857142857143, 0.39142857142857146, 0.5971428571428571]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-1215.00,Family Medicine Physicians,"Diagnose, treat, and provide preventive care to individuals and families across the lifespan. May refer patients to specialists when needed for further diagnosis or treatment.",,"[0.5357142857142857, 0.8685714285714285, 0.20714285714285713, 0.8871428571428571, 0.33428571428571424, 0.5642857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|science|speaking|writing
29-1216.00,General Internal Medicine Physicians,"Diagnose and provide nonsurgical treatment for a wide range of diseases and injuries of internal organ systems. Provide care mainly for adults and adolescents, and are based primarily in an outpatient care setting.",,"[0.6257142857142857, 0.9757142857142858, 0.20285714285714285, 0.8757142857142857, 0.30142857142857143, 0.5228571428571429]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|service-orientation|social-perceptiveness|speaking|writing
29-1217.00,Neurologists,"Diagnose, manage, and treat disorders and diseases of the brain, spinal cord, and peripheral nerves, with a primarily nonsurgical focus.",,"[0.5585714285714286, 1.0, 0.29857142857142854, 0.76, 0.3457142857142857, 0.5185714285714286]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|science|social-perceptiveness|speaking|writing
29-1218.00,Obstetricians and Gynecologists,"Provide medical care related to pregnancy or childbirth. Diagnose, treat, and help prevent diseases of women, particularly those affecting the reproductive system. May also provide general care to women. May perform both medical and gynecological surgery functions.",,"[0.6528571428571429, 0.7728571428571429, 0.19142857142857145, 0.7714285714285715, 0.37285714285714283, 0.5914285714285714]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|social-perceptiveness|speaking|writing
29-1221.00,"Pediatricians, General","Diagnose, treat, and help prevent diseases and injuries in children. May refer patients to specialists for further diagnosis or treatment, as needed.",,"[0.5371428571428571, 0.8857142857142858, 0.25285714285714284, 0.9471428571428572, 0.35571428571428576, 0.5042857142857142]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|social-perceptiveness|speaking|writing
29-1222.00,"Physicians, Pathologists","Diagnose diseases and conduct lab tests using organs, body tissues, and fluids. Includes medical examiners.",,"[0.7657142857142858, 1.0, 0.17142857142857143, 0.4942857142857143, 0.19999999999999998, 0.6528571428571429]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|science|speaking|writing
29-1223.00,Psychiatrists,"Diagnose, treat, and help prevent mental disorders.",,"[0.3057142857142857, 0.91, 0.3885714285714286, 0.8542857142857143, 0.3028571428571429, 0.5571428571428572]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|service-orientation|social-perceptiveness|speaking|writing
29-1224.00,Radiologists,"Diagnose and treat diseases and injuries using medical imaging techniques, such as x rays, magnetic resonance imaging (MRI), nuclear medicine, and ultrasounds. May perform minimally invasive medical procedures and tests.",,"[0.6799999999999999, 0.9428571428571428, 0.16999999999999998, 0.5585714285714286, 0.3057142857142857, 0.6857142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
29-1229.01,Allergists and Immunologists,"Diagnose, treat, and help prevent allergic diseases and disease processes affecting the immune system.",,"[0.5842857142857143, 0.9885714285714285, 0.24, 0.7285714285714285, 0.31857142857142856, 0.5057142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|social-perceptiveness|speaking|writing
29-1229.02,Hospitalists,"Provide inpatient care predominantly in settings such as medical wards, acute care units, intensive care units, rehabilitation centers, or emergency rooms. Manage and coordinate patient care throughout treatment.",,"[0.5185714285714286, 0.6685714285714285, 0.22142857142857145, 0.8642857142857142, 0.44857142857142857, 0.5928571428571429]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-1229.03,Urologists,"Diagnose, treat, and help prevent benign and malignant medical and surgical disorders of the genitourinary system and the renal glands.",,"[0.7371428571428572, 0.9857142857142858, 0.1757142857142857, 0.7371428571428572, 0.33, 0.48857142857142855]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|science|speaking|writing
29-1229.04,Physical Medicine and Rehabilitation Physicians,"Diagnose and treat disorders requiring physiotherapy to provide physical, mental, and occupational rehabilitation.",,"[0.65, 0.9085714285714286, 0.2885714285714286, 0.8528571428571429, 0.24428571428571427, 0.4257142857142857]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|science|service-orientation|social-perceptiveness|speaking|writing
29-1229.05,Preventive Medicine Physicians,"Apply knowledge of general preventive medicine and public health issues to promote health care to groups or individuals, and aid in the prevention or reduction of risk of disease, injury, disability, or death. May practice population-based medicine or diagnose and treat patients in the context of clinical health promotion and disease prevention.",,"[0.4685714285714285, 0.9742857142857143, 0.26285714285714284, 0.7699999999999999, 0.33714285714285713, 0.47714285714285715]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|science|service-orientation|social-perceptiveness|speaking|systems-evaluation|writing
29-1229.06,Sports Medicine Physicians,"Diagnose, treat, and help prevent injuries that occur during sporting events, athletic training, and physical activities.",,"[0.7242857142857143, 0.7842857142857144, 0.18, 0.7514285714285714, 0.47000000000000003, 0.49714285714285716]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-1241.00,"Ophthalmologists, Except Pediatric",Diagnose and perform surgery to treat and help prevent disorders and diseases of the eye. May also provide vision services for treatment including glasses and contacts.,,"[0.6828571428571429, 0.9042857142857142, 0.23142857142857146, 0.7542857142857143, 0.40857142857142853, 0.5314285714285715]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|instructing|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-1242.00,"Orthopedic Surgeons, Except Pediatric",Diagnose and perform surgery to treat and prevent rheumatic and other diseases in the musculoskeletal system.,,"[0.7242857142857143, 0.9285714285714286, 0.21142857142857144, 0.6885714285714286, 0.33571428571428574, 0.5557142857142857]",orthopedic-surgeons|except-pediatric
29-1243.00,Pediatric Surgeons,"Diagnose and perform surgery to treat fetal abnormalities and birth defects, diseases, and injuries in fetuses, premature and newborn infants, children, and adolescents. Includes all pediatric surgical specialties and subspecialties.",,"[0.7071428571428572, 0.9314285714285714, 0.22142857142857145, 0.7128571428571429, 0.34714285714285714, 0.5585714285714286]",diseases|and-injuries-in-fetuses|premature-and-newborn-infants|children|pediatric-surgeons
29-1291.00,Acupuncturists,"Diagnose, treat, and prevent disorders by stimulating specific acupuncture points within the body using acupuncture needles. May also use cups, nutritional supplements, therapeutic massage, acupressure, and other alternative health therapies.",,"[0.6571428571428571, 0.76, 0.3028571428571429, 0.8142857142857143, 0.25285714285714284, 0.4442857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-1292.00,Dental Hygienists,Administer oral hygiene care to patients. Assess patient oral hygiene problems or needs and maintain health records. Advise patients on oral health maintenance and disease prevention. May provide advanced care such as providing fluoride treatment or administering topical anesthesia.,,"[0.7342857142857142, 0.6685714285714285, 0.16857142857142857, 0.78, 0.23857142857142857, 0.6128571428571429]",active-learning|active-listening|coordination|critical-thinking|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-1299.01,Naturopathic Physicians,"Diagnose, treat, and help prevent diseases using a system of practice that is based on the natural healing capacity of individuals. May use physiological, psychological or mechanical methods. May also use natural medicines, prescription or legend drugs, foods, herbs, or other natural remedies.",,"[0.5914285714285714, 0.8471428571428571, 0.2742857142857143, 0.8257142857142857, 0.2842857142857143, 0.5114285714285715]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-1299.02,Orthoptists,Diagnose and treat visual system disorders such as binocular vision and eye movement impairments.,,"[0.6685714285714285, 0.7957142857142857, 0.2942857142857143, 0.6642857142857144, 0.23428571428571426, 0.5442857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|science|service-orientation|social-perceptiveness|speaking|writing
29-2011.00,Medical and Clinical Laboratory Technologists,"Perform complex medical laboratory tests for diagnosis, treatment, and prevention of disease. May train or supervise staff.",,"[0.8257142857142857, 0.8814285714285715, 0.15857142857142859, 0.39999999999999997, 0.22142857142857145, 0.7128571428571429]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|science|speaking|writing
29-2011.01,Cytogenetic Technologists,"Analyze chromosomes or chromosome segments found in biological specimens, such as amniotic fluids, bone marrow, solid tumors, and blood to aid in the study, diagnosis, classification, or treatment of inherited or acquired genetic diseases. Conduct analyses through classical cytogenetic, fluorescent in situ hybridization (FISH) or array comparative genome hybridization (aCGH) techniques.",,"[0.7671428571428571, 0.8514285714285714, 0.21, 0.26999999999999996, 0.22142857142857145, 0.7242857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|speaking|writing
29-2011.02,Cytotechnologists,"Stain, mount, and study cells to detect evidence of cancer, hormonal abnormalities, and other pathological conditions following established standards and practices.",,"[0.8371428571428572, 0.8728571428571429, 0.16428571428571428, 0.3628571428571429, 0.25285714285714284, 0.6957142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
29-2011.04,Histotechnologists,Apply knowledge of health and disease causes to evaluate new laboratory techniques and procedures to examine tissue samples. Process and prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May solve technical or instrument problems or assist with research studies.,,"[0.8271428571428572, 0.9457142857142857, 0.17285714285714285, 0.39714285714285713, 0.15285714285714286, 0.7442857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|operations-monitoring|reading-comprehension|science|speaking|time-management|writing
29-2012.00,Medical and Clinical Laboratory Technicians,"Perform routine medical laboratory tests for the diagnosis, treatment, and prevention of disease. May work under the supervision of a medical technologist.",,"[0.86, 0.8385714285714286, 0.14285714285714285, 0.40857142857142853, 0.14285714285714285, 0.6942857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|learning-strategies|monitoring|operations-monitoring|quality-control-analysis|reading-comprehension|science|speaking|time-management|writing
29-2012.01,Histology Technicians,Prepare histological slides from tissue sections for microscopic examination and diagnosis by pathologists. May assist with research studies.,,"[0.9214285714285715, 0.7714285714285715, 0.18142857142857144, 0.30428571428571427, 0.14285714285714285, 0.7314285714285714]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|science|speaking|time-management|writing
29-2031.00,Cardiovascular Technologists and Technicians,"Conduct tests on pulmonary or cardiovascular systems of patients for diagnostic, therapeutic, or research purposes. May conduct or assist in electrocardiograms, cardiac catheterizations, pulmonary functions, lung capacity, and similar tests.",,"[0.7871428571428571, 0.7699999999999999, 0.14285714285714285, 0.61, 0.19, 0.66]",active-learning|active-listening|critical-thinking|instructing|judgment-and-decision-making|monitoring|operations-monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2032.00,Diagnostic Medical Sonographers,Produce ultrasonic recordings of internal organs for use by physicians. Includes vascular technologists.,,"[0.8514285714285714, 0.6728571428571428, 0.16714285714285712, 0.5928571428571429, 0.21571428571428572, 0.7342857142857142]",active-learning|active-listening|coordination|critical-thinking|instructing|monitoring|reading-comprehension|science|social-perceptiveness|speaking|time-management|writing
29-2033.00,Nuclear Medicine Technologists,"Prepare, administer, and measure radioactive isotopes in therapeutic, diagnostic, and tracer studies using a variety of radioisotope equipment. Prepare stock solutions of radioactive materials and calculate doses to be administered by radiologists. Subject patients to radiation. Execute blood volume, red cell survival, and fat absorption studies following standard laboratory techniques.",,"[0.8557142857142858, 0.7957142857142857, 0.14285714285714285, 0.44, 0.18714285714285714, 0.7428571428571429]",active-listening|coordination|critical-thinking|instructing|monitoring|reading-comprehension|science|service-orientation|social-perceptiveness|speaking|writing
29-2034.00,Radiologic Technologists and Technicians,Take x-rays and CAT scans or administer nonradioactive materials into patient's bloodstream for diagnostic or research purposes. Includes radiologic technologists and technicians who specialize in other scanning modalities.,,"[0.8928571428571429, 0.6614285714285714, 0.14285714285714285, 0.5114285714285715, 0.14285714285714285, 0.6957142857142857]",active-listening|coordination|critical-thinking|instructing|monitoring|operation-and-control|operations-monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2035.00,Magnetic Resonance Imaging Technologists,"Operate Magnetic Resonance Imaging (MRI) scanners. Monitor patient safety and comfort, and view images of area being scanned to ensure quality of pictures. May administer gadolinium contrast dosage intravenously. May interview patient, explain MRI procedures, and position patient on examining table. May enter into the computer data such as patient history, anatomical area to be scanned, orientation specified, and position of entry.",,"[0.7728571428571429, 0.6728571428571428, 0.14285714285714285, 0.48857142857142855, 0.17714285714285713, 0.7042857142857143]",active-learning|active-listening|critical-thinking|monitoring|operation-and-control|operations-monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2036.00,Medical Dosimetrists,"Generate radiation treatment plans, develop radiation dose calculations, communicate and supervise the treatment plan implementation, and consult with members of radiation oncology team.",,"[0.6385714285714286, 0.7485714285714286, 0.19714285714285712, 0.5257142857142857, 0.3028571428571429, 0.7057142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|mathematics|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
29-2042.00,Emergency Medical Technicians,Assess injuries and illnesses and administer basic emergency medical care. May transport injured or sick persons to medical facilities.,,"[0.7785714285714286, 0.65, 0.14285714285714285, 0.7985714285714286, 0.22, 0.5457142857142857]",emergency-medical-technicians
29-2043.00,Paramedics,"Administer basic or advanced emergency medical care and assess injuries and illnesses. May administer medication intravenously, use equipment such as EKGs, or administer advanced life support to sick or injured individuals.",,"[0.7485714285714286, 0.72, 0.14285714285714285, 0.7814285714285714, 0.2642857142857143, 0.49142857142857144]",paramedics
29-2051.00,Dietetic Technicians,"Assist in the provision of food service and nutritional programs, under the supervision of a dietitian. May plan and produce meals based on established guidelines, teach principles of food and nutrition, or counsel individuals.",,"[0.5485714285714286, 0.4942857142857143, 0.35000000000000003, 0.7628571428571428, 0.3514285714285714, 0.5257142857142857]",active-learning|active-listening|coordination|critical-thinking|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2052.00,Pharmacy Technicians,"Prepare medications under the direction of a pharmacist. May measure, mix, count out, label, and record amounts and dosages of medications according to prescription orders.",,"[0.58, 0.4471428571428571, 0.14285714285714285, 0.48, 0.36428571428571427, 1.0]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2053.00,Psychiatric Technicians,"Care for individuals with mental or emotional conditions or disabilities, following the instructions of physicians or other health practitioners. Monitor patients' physical and emotional well-being and report to medical staff. May participate in rehabilitation and treatment programs, help with personal hygiene, and administer oral or injectable medications.",,"[0.49000000000000005, 0.6614285714285714, 0.29857142857142854, 0.9585714285714285, 0.19714285714285712, 0.5185714285714286]",active-listening|coordination|critical-thinking|instructing|learning-strategies|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2055.00,Surgical Technologists,"Assist in operations, under the supervision of surgeons, registered nurses, or other surgical personnel. May help set up operating room, prepare and transport patients for surgery, adjust lights and equipment, pass instruments and other supplies to surgeons and surgeons' assistants, hold retractors, cut sutures, and help count sponges, needles, supplies, and instruments.",,"[0.8942857142857142, 0.46, 0.14285714285714285, 0.5457142857142857, 0.23, 0.6928571428571428]",active-learning|active-listening|coordination|critical-thinking|learning-strategies|monitoring|operations-monitoring|reading-comprehension|service-orientation|speaking|time-management|writing
29-2056.00,Veterinary Technologists and Technicians,"Perform medical tests in a laboratory environment for use in the treatment and diagnosis of diseases in animals. Prepare vaccines and serums for prevention of diseases. Prepare tissue samples, take blood samples, and execute laboratory tests, such as urinalysis and blood counts. Clean and sterilize instruments and materials and maintain equipment and machines. May assist a veterinarian during surgery.",,"[0.9585714285714285, 0.7514285714285714, 0.14285714285714285, 0.43142857142857144, 0.14285714285714285, 0.6514285714285714]",active-learning|active-listening|complex-problem-solving|coordination|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2057.00,Ophthalmic Medical Technicians,"Assist ophthalmologists by performing ophthalmic clinical functions. May administer eye exams, administer eye medications, and instruct the patient in care and use of corrective lenses.",,"[0.7671428571428571, 0.6799999999999999, 0.14285714285714285, 0.6385714285714286, 0.23428571428571426, 0.687142857142857]",active-learning|active-listening|coordination|critical-thinking|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2061.00,Licensed Practical and Licensed Vocational Nurses,"Care for ill, injured, or convalescing patients or persons with disabilities in hospitals, nursing homes, clinics, private homes, group homes, and similar institutions. May work under the supervision of a registered nurse. Licensing required.",,"[0.6542857142857142, 0.5242857142857142, 0.15285714285714286, 0.7871428571428571, 0.30428571428571427, 0.6528571428571429]",active-learning|active-listening|coordination|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
29-2072.00,Medical Records Specialists,"Compile, process, and maintain medical records of hospital and clinic patients in a manner consistent with medical, administrative, ethical, legal, and regulatory requirements of the healthcare system. Classify medical and healthcare concepts, including diagnosis, procedures, medical services, and equipment, into the healthcare industry's numerical coding system. Includes medical coders.",,"[0.40857142857142853, 0.6185714285714285, 0.14285714285714285, 0.4828571428571428, 0.26857142857142857, 0.9957142857142857]",compile|process|administrative|ethical|legal|including-diagnosis|procedures|medical-services|and-equipment|medical-records-specialists
29-2081.00,"Opticians, Dispensing","Design, measure, fit, and adapt lenses and frames for client according to written optical prescription or specification. Assist client with inserting, removing, and caring for contact lenses. Assist client with selecting frames. Measure customer for size of eyeglasses and coordinate frames with facial and eye measurements and optical prescription. Prepare work order for optical laboratory containing instructions for grinding and mounting lenses in frames. Verify exactness of finished lens spectacles. Adjust frame and lens position to fit client. May shape or reshape frames. Includes contact lens opticians.",,"[0.6157142857142857, 0.31857142857142856, 0.2057142857142857, 0.43285714285714283, 0.46714285714285714, 0.7828571428571429]",active-learning|active-listening|coordination|critical-thinking|learning-strategies|negotiation|persuasion|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2091.00,Orthotists and Prosthetists,"Design, measure, fit, and adapt orthopedic braces, appliances or prostheses, such as limbs or facial parts for patients with disabling conditions.",,"[0.8242857142857142, 0.7285714285714285, 0.3071428571428571, 0.6328571428571428, 0.22714285714285715, 0.5142857142857143]",active-learning|active-listening|complex-problem-solving|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2092.00,Hearing Aid Specialists,"Select and fit hearing aids for customers. Administer and interpret tests of hearing. Assess hearing instrument efficacy. Take ear impressions and prepare, design, and modify ear molds.",,"[0.5242857142857142, 0.6242857142857143, 0.2557142857142857, 0.6771428571428572, 0.25857142857142856, 0.6014285714285714]",active-learning|active-listening|critical-thinking|instructing|monitoring|persuasion|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-2099.01,Neurodiagnostic Technologists,"Conduct electroneurodiagnostic (END) tests such as electroencephalograms, evoked potentials, polysomnograms, or electronystagmograms. May perform nerve conduction studies.",,"[0.7542857142857143, 0.8142857142857143, 0.21, 0.5114285714285715, 0.18857142857142858, 0.6485714285714286]",active-learning|active-listening|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
29-2099.05,Ophthalmic Medical Technologists,"Assist ophthalmologists by performing ophthalmic clinical functions and ophthalmic photography. Provide instruction and supervision to other ophthalmic personnel. Assist with minor surgical procedures, applying aseptic techniques and preparing instruments. May perform eye exams, administer eye medications, and instruct patients in care and use of corrective lenses.",,"[0.7757142857142857, 0.6742857142857143, 0.16999999999999998, 0.6142857142857142, 0.2871428571428571, 0.6685714285714285]",active-listening|coordination|critical-thinking|instructing|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
29-2099.08,Patient Representatives,"Assist patients in obtaining services, understanding policies and making health care decisions.",,"[0.1842857142857143, 0.5785714285714285, 0.22571428571428573, 0.9628571428571429, 0.43857142857142856, 0.5314285714285715]",active-learning|active-listening|coordination|critical-thinking|instructing|persuasion|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
29-9021.00,Health Information Technologists and Medical Registrars,"Apply knowledge of healthcare and information systems to assist in the design, development, and continued modification and analysis of computerized healthcare systems. Abstract, collect, and analyze treatment and followup information of patients. May educate staff and assist in problem solving to promote the implementation of the healthcare information system. May design, develop, test, and implement databases with complete history, diagnosis, treatment, and health status to help monitor diseases.",,"[0.35428571428571426, 0.74, 0.16999999999999998, 0.5428571428571428, 0.31428571428571433, 0.8514285714285714]",development|collect|develop|test|diagnosis|treatment
29-9091.00,Athletic Trainers,"Evaluate and treat musculoskeletal injuries or illnesses. Provide preventive, therapeutic, emergency, and rehabilitative care.",,"[0.7914285714285715, 0.6271428571428571, 0.15571428571428572, 0.8142857142857143, 0.3242857142857143, 0.47428571428571425]",active-learning|active-listening|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|monitoring|reading-comprehension|social-perceptiveness|speaking|writing
29-9092.00,Genetic Counselors,"Assess individual or family risk for a variety of inherited conditions, such as genetic disorders and birth defects. Provide information to other healthcare providers or to individuals and families concerned with the risk of inherited conditions. Advise individuals and families to support informed decisionmaking and coping methods for those at risk. May help conduct research related to genetic conditions or genetic counseling.",,"[0.23714285714285713, 0.8371428571428572, 0.33428571428571424, 0.7785714285714286, 0.39, 0.5557142857142857]",active-learning|active-listening|complex-problem-solving|critical-thinking|instructing|judgment-and-decision-making|learning-strategies|reading-comprehension|science|social-perceptiveness|speaking|writing
29-9093.00,Surgical Assistants,"Assist in operations, under the supervision of surgeons. May, in accordance with state laws, help surgeons to make incisions and close surgical sites, manipulate or remove tissues, implant surgical devices or drains, suction the surgical site, place catheters, clamp or cauterize vessels or tissue, and apply dressings to surgical site.",,"[0.8142857142857143, 0.4957142857142857, 0.14285714285714285, 0.5471428571428572, 0.25142857142857145, 0.6342857142857143]",active-listening|complex-problem-solving|coordination|critical-thinking|monitoring|operations-monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
29-9099.01,Midwives,Provide prenatal care and childbirth assistance.,,"[0.5399999999999999, 0.5542857142857143, 0.2542857142857143, 0.8557142857142858, 0.3842857142857143, 0.51]",active-learning|active-listening|coordination|critical-thinking|judgment-and-decision-making|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|writing
31-1121.00,Home Health Aides,"Monitor the health status of an individual with disabilities or illness, and address their health-related needs, such as changing bandages, dressing wounds, or administering medication. Work is performed under the direction of offsite or intermittent onsite licensed nursing staff. Provide assistance with routine healthcare tasks or activities of daily living, such as feeding, bathing, toileting, or ambulation. May also help with tasks such as preparing meals, doing light housekeeping, and doing laundry depending on the patient's abilities.",,"[0.6014285714285714, 0.4542857142857143, 0.21285714285714286, 0.9042857142857142, 0.25142857142857145, 0.5028571428571429]",active-learning|active-listening|critical-thinking|instructing|monitoring|persuasion|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management|writing
31-1122.00,Personal Care Aides,"Provide personalized assistance to individuals with disabilities or illness who require help with personal care and activities of daily living support (e.g., feeding, bathing, dressing, grooming, toileting, and ambulation). May also provide help with tasks such as preparing meals, doing light housekeeping, and doing laundry. Work is performed in various settings depending on the needs of the care recipient and may include locations such as their home, place of work, out in the community, or at a daytime nonresidential facility.",,"[0.5171428571428571, 0.26, 0.2571428571428572, 0.8871428571428571, 0.3657142857142857, 0.5457142857142857]",active-listening|coordination|critical-thinking|instructing|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking|time-management
31-1131.00,Nursing Assistants,"Provide or assist with basic care or support under the direction of onsite licensed nursing staff. Perform duties such as monitoring of health status, feeding, bathing, dressing, grooming, toileting, or ambulation of patients in a health or nursing facility. May include medication administration and other health-related tasks. Includes nursing care attendants, nursing aides, and nursing attendants.",,"[0.6571428571428571, 0.39, 0.14285714285714285, 0.8171428571428571, 0.25142857142857145, 0.6028571428571429]",active-listening|coordination|critical-thinking|monitoring|reading-comprehension|service-orientation|social-perceptiveness|speaking
31-1132.00,Orderlies,"Transport patients to areas such as operating rooms or x-ray rooms using wheelchairs, stretchers, or moveable beds. May maintain stocks of supplies or clean and transport equipment. Psychiatric orderlies are included in Psychiatric Aides.",,"[0.7842857142857144, 0.3157142857142857, 0.14285714285714285, 0.62, 0.1742857142857143, 0.6328571428571428]",active-listening|service-orientation|social-perceptiveness|speaking
