id,industry_group_id,industry_group_slug,source_site,title,company,location,salary,salary_min,salary_max,skills,experience_level,employment_type,description,requirements,posted_date,application_deadline,job_url,apply_url,content_hash,is_active,first_seen_at,last_seen_at,created_at,updated_at,raw_data
975,6,sales-business-development,topcv,Telesales - Chăm Sóc Khách Hàng - Tư Vấn (Thu Nhập 10 - 20M +++) Data Nóng - 100% Hỗ Trợ,CÔNG TY TNHH ĐẦU TƯ TRÀ VÀ CÀ PHÊ ĐẶC SẢN VIỆT NAM,Hà Nội,10 - 20 triệu,10,20,{},,,"","",,,https://www.topcv.vn/viec-lam/telesales-cham-soc-khach-hang-tu-van-thu-nhap-10-20m-data-nong-100-ho-tro/2109503.html,https://www.topcv.vn/viec-lam/telesales-cham-soc-khach-hang-tu-van-thu-nhap-10-20m-data-nong-100-ho-tro/2109503.html,1eef37252823c1f39a034aa714c105bac69e958da87f685dfc81d81bc623b1a5,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
976,6,sales-business-development,topcv,Nhân Viên Kinh Doanh/Sale/Tư Vấn Máy Inbody - Không Yêu Cầu Kinh Nghiệm,CÔNG TY TNHH INBODY VIETNAM,Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sale-tu-van-may-inbody-khong-yeu-cau-kinh-nghiem/2129168.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-sale-tu-van-may-inbody-khong-yeu-cau-kinh-nghiem/2129168.html,e923036fb5d7df2d6171c1ffd34211d1e0316b9e526f158dcf7a92a6fa54fc94,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
83,13,real-estate,vietnamworks,Cán Bộ Nguồn Ban Điều Hành - Quản Trị Doanh Nghiệp,Công Ty Cổ Phần Vinhomes,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Vinhomes. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/can-bo-nguon-ban-dieu-hanh-quan-tri-doanh-nghiep--2044159-jv,https://www.vietnamworks.com/can-bo-nguon-ban-dieu-hanh-quan-tri-doanh-nghiep--2044159-jv?source=searchResults&searchType=2&placement=2044159&sortBy=date&qs=0,f7555cc5905c4a4200044b6ee056bb8ccea66541c0d6fd84e56436787f0e567e,t,2026-05-12 12:02:42.04066+00,2026-05-14 03:17:36.361543+00,2026-05-12 12:02:42.017455+00,2026-05-14 03:17:36.279428+00,"{'"source'": '"dom'"}"
1057,10,logistics-supply-chain,topcv,Nhân Viên Xuất Nhập Khẩu - Từ 1 Năm Kinh Nghiệm - Tại Quảng Ngãi,CÔNG TY TNHH SẢN XUẤT THƯƠNG MẠI VÀ ĐẦU TƯ TAM MINH,Quảng Ngãi (mới),Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-xuat-nhap-khau-tu-1-nam-kinh-nghiem-tai-quang-ngai/2159417.html,https://www.topcv.vn/viec-lam/nhan-vien-xuat-nhap-khau-tu-1-nam-kinh-nghiem-tai-quang-ngai/2159417.html,44df761966387869f44f7439246588cb97f70c9ed2d48925ff2dacdfee9d644e,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
537,18,administration-office,vietnamworks,Front Office Manager (5-Star Hotel),Công Ty Cổ Phần Tập Đoàn BRG,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Tập Đoàn BRG. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/front-office-manager-5-star-hotel--2024451-jv,https://www.vietnamworks.com/front-office-manager-5-star-hotel--2024451-jv?source=searchResults&searchType=2&placement=2024451&sortBy=date&qs=0,bca8eaa08048ce12fe1100a25fe6b46cc105d475d61127bc2fcfa635e449697b,t,2026-05-13 16:22:23.431749+00,2026-05-14 03:17:39.578955+00,2026-05-13 16:22:23.453456+00,2026-05-14 03:17:39.493736+00,"{'"source'": '"dom'"}"
443,6,sales-business-development,vietnamworks,(CVC/CVCC) Quản Lý Bán Hàng Hệ Thống,Hyundai Thành Công Việt Nam (Hyundai.thanhcong.vn),"","",,,{},,,Vị trí tại Hyundai Thành Công Việt Nam (Hyundai.thanhcong.vn). Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/-cvccvcc-quan-ly-ban-hang-he-thong-2053322-jv,https://www.vietnamworks.com/-cvccvcc-quan-ly-ban-hang-he-thong-2053322-jv?source=searchResults&searchType=2&placement=2053322&sortBy=date&qs=0,96dc23ce3ceb07572dbd21eebabf7950b74d37dc73319f26d874c7e58d89d33d,t,2026-05-13 16:22:18.000897+00,2026-05-14 02:01:47.185875+00,2026-05-13 16:22:18.006072+00,2026-05-14 02:01:47.185875+00,"{'"source'": '"dom'"}"
469,14,retail-ecommerce,vietnamworks,Graphic Designer,THƯƠNG MẠI DỊCH VỤ NEWFACE,"","",,,{},,,Vị trí tại THƯƠNG MẠI DỊCH VỤ NEWFACE. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/graphic-designer-2032055-jv,https://www.vietnamworks.com/graphic-designer-2032055-jv?source=searchResults&searchType=2&placement=2032055&sortBy=date&qs=0,1b0cd3c00ef2c73b3a33a28fc6bb64ace817b6c19e01e35644e29abbaedecfff,t,2026-05-13 16:22:20.730442+00,2026-05-14 02:01:48.079701+00,2026-05-13 16:22:20.746857+00,2026-05-14 02:01:48.079701+00,"{'"source'": '"dom'"}"
526,17,legal-compliance,vietnamworks,Quality & Compliance Manager,"CBRE (Vietnam) Co.,ltd - HCM Branch",Hồ Chí Minh,"",,,{},,,"Vị trí tại CBRE (Vietnam) Co.,ltd - HCM Branch. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.","",,,https://www.vietnamworks.com/quality-compliance-manager--2041136-jv,https://www.vietnamworks.com/quality-compliance-manager--2041136-jv?source=searchResults&searchType=2&placement=2041136&sortBy=date&qs=0,f338f01387f15a8bacd3bd8e90c38a1f8e64b7aa92f4147f50030ecbafa9c621,t,2026-05-13 16:22:22.857879+00,2026-05-14 02:01:48.63836+00,2026-05-13 16:22:22.879519+00,2026-05-14 02:01:48.63836+00,"{'"source'": '"dom'"}"
457,12,construction-engineering,vietnamworks,Kỹ Sư Thiết Kế Cơ Khí,LS Electric Viet Nam LTD.,"","",,,{},,,Vị trí tại LS Electric Viet Nam LTD.. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/ky-su-thiet-ke-co-khi-2028783-jv,https://www.vietnamworks.com/ky-su-thiet-ke-co-khi-2028783-jv?source=searchResults&searchType=2&placement=2028783&sortBy=date&qs=0,097727be68c1f7c21469e5e67c717580f2b61b57fb057ba8a15142f8dd74c683,t,2026-05-13 16:22:19.636281+00,2026-05-14 02:01:49.338033+00,2026-05-13 16:22:19.647086+00,2026-05-14 02:01:49.338033+00,"{'"source'": '"dom'"}"
348,6,sales-business-development,careerviet,Nhân Viên Kinh Doanh Kênh GT(MỚI),CÔNG TY TNHH THỰC PHẨM CUỘC SỐNG,Hà Nội,Lương: 12 Tr - 15 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-kenh-gt.35C75E07.html,https://careerviet.vn/vi/tim-viec-lam/nhan-vien-kinh-doanh-kenh-gt.35C75E07.html,27ed6260bc50f4f5745ef556792e7a281a0ed45b3b984692c7ef5ee028999f27,t,2026-05-13 16:22:07.189447+00,2026-05-14 01:16:43.001071+00,2026-05-13 16:22:07.145559+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
364,1,information-technology,careerviet,Product Developer (Cambodia) - Footwear(MỚI),VĂN PHÒNG ĐẠI DIỆN ROFU SINGAPORE PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Phnompenh,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/product-developer-cambodia-footwear.35C75DE3.html,https://careerviet.vn/vi/tim-viec-lam/product-developer-cambodia-footwear.35C75DE3.html,3dd0df49b6dc5d7f4499749d3a8bc725e6910f2cf57a1821120ffac246ba140f,t,2026-05-13 16:22:07.189447+00,2026-05-14 01:16:43.001071+00,2026-05-13 16:22:07.145559+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
1058,6,sales-business-development,topcv,Nhân Viên Kinh Doanh Xây Dựng - Hỗ Trợ Data MKT - Thu Nhập 18-30 Triệu,CÔNG TY CỔ PHẦN THIẾT KẾ KIẾN TRÚC XÂY DỰNG TRƯỜNG GIANG,Hồ Chí Minh (mới),18 - 30 triệu,18,30,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-xay-dung-ho-tro-data-mkt-thu-nhap-18-30-trieu/2127256.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-xay-dung-ho-tro-data-mkt-thu-nhap-18-30-trieu/2127256.html,2aa60de0d6b8e9dd2afecd488d6768605065671435f72d121436d00a1aadd500,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
1059,4,accounting-auditing,topcv,Nhân Viên Kế Toán Tổng Hợp - Thu Nhập Hấp Dẫn Upto 18 Triệu /Tháng,CÔNG TY CỔ PHẦN DỊCH VỤ TRUYỀN THÔNG THỂ THAO 247,Hà Nội,13 - 18 triệu,13,18,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tong-hop-thu-nhap-hap-dan-upto-18-trieu-thang/2115239.html,https://www.topcv.vn/viec-lam/nhan-vien-ke-toan-tong-hop-thu-nhap-hap-dan-upto-18-trieu-thang/2115239.html,1a99149dfad0d1b7387c3d78bf8085340389943321aeb4b7f447009cb83e0723,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
88,16,hospitality-tourism,vietnamworks,Trưởng Bộ Phận Bảo Trì Hệ Thống Nhà Hàng (Maintenance Manager) – Thu Nhập 20M,Công Ty Cổ Phần Pcg,"","",,,{},,,Vị trí tại Công Ty Cổ Phần Pcg. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/truong-bo-phan-bao-tri-he-thong-nha-hang-maintenance-manager-thu-nhap-20m-2043555-jv,https://www.vietnamworks.com/truong-bo-phan-bao-tri-he-thong-nha-hang-maintenance-manager-thu-nhap-20m-2043555-jv?source=searchResults&searchType=2&placement=2043555&sortBy=date&qs=0,e0e5e058800efbe7e7b570f345eaf380363e13a5586578289b748d2ed5fb4f49,t,2026-05-12 12:02:42.206114+00,2026-05-14 02:01:47.819425+00,2026-05-12 12:02:42.18125+00,2026-05-14 02:01:47.819425+00,"{'"source'": '"dom'"}"
386,3,finance-banking,vietnamworks,Investment Banking Associate/ Senior Associate,Vietcap Securities Joint Stock Company,"","",,,{},,,Vị trí tại Vietcap Securities Joint Stock Company. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/investment-banking-associate-senior-associate--2044377-jv,https://www.vietnamworks.com/investment-banking-associate-senior-associate--2044377-jv?source=searchResults&searchType=2&placement=2044377&sortBy=date&qs=0,2f2a3fe42afe36affbb6ebdb46f972ccdc8bff4e21d156364c059948293c6480,t,2026-05-13 16:22:09.921606+00,2026-05-14 03:17:30.244392+00,2026-05-13 16:22:09.873116+00,2026-05-14 03:17:30.435763+00,"{'"source'": '"dom'"}"
387,3,finance-banking,vietnamworks,Process Excellence Specialist – Tối Ưu & Tự Động Hóa Quy Trình (Ai/iso) | Viettel | Lương 20M - 40M,TCT CP Đầu tư Quốc tế Viettel,"","",,,{},,,Vị trí tại TCT CP Đầu tư Quốc tế Viettel. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/process-excellence-specialist-toi-uu-and-tu-djong-hoa-quy-trinh-aiiso-or-viettel-or-luong-20m-40m-2051946-jv,https://www.vietnamworks.com/process-excellence-specialist-toi-uu-and-tu-djong-hoa-quy-trinh-aiiso-or-viettel-or-luong-20m-40m-2051946-jv?source=searchResults&searchType=2&placement=2051946&sortBy=date&qs=0,5f982dc59fd7e13b8b91acb0482ff699b221a74390eec41911d7ff84ff6622bc,t,2026-05-13 16:22:09.921606+00,2026-05-14 03:17:30.252952+00,2026-05-13 16:22:09.873116+00,2026-05-14 03:17:30.444465+00,"{'"source'": '"dom'"}"
534,18,administration-office,vietnamworks,Operation Manager cum Reception,Công Ty TNHH MERAKI LAND,"","",,,{},,,Vị trí tại Công Ty TNHH MERAKI LAND. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/operation-manager-cum-reception-2052805-jv,https://www.vietnamworks.com/operation-manager-cum-reception-2052805-jv?source=searchResults&searchType=2&placement=2052805&sortBy=date&qs=0,ae491e9f997231441754bb1afb1cdcecfe017d5697146de1fb3a9c2d1ce27157,t,2026-05-13 16:22:23.431749+00,2026-05-14 03:17:39.562005+00,2026-05-13 16:22:23.453456+00,2026-05-14 03:17:39.476234+00,"{'"source'": '"dom'"}"
356,1,information-technology,careerviet,Digital Customer Engineer(MỚI),TDCX Malaysia (Teledirect Telecommerce Sdn Bhd),Kuala Lumpur,Lương: 60 Tr - 80 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/digital-customer-engineer.35C75D96.html,https://careerviet.vn/vi/tim-viec-lam/digital-customer-engineer.35C75D96.html,18e83872bb5725a31eb215ec83e13498e25e02317242f9a7dc165b7d248fffaf,t,2026-05-13 16:22:07.189447+00,2026-05-14 01:16:43.001071+00,2026-05-13 16:22:07.145559+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
620,1,information-technology,careerviet,QC Manager-Footwear(MỚI),VĂN PHÒNG ĐẠI DIỆN ROFU SINGAPORE PTE. LTD. TẠI THÀNH PHỐ HỒ CHÍ MINH,Bình Dương,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/qc-manager-footwear.35C75DD9.html,https://careerviet.vn/vi/tim-viec-lam/qc-manager-footwear.35C75DD9.html,0c20299835630f1bb4fb3976ef8f9d61e9f7c40a54528fea452b68a7f0f8c674,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
621,15,media-content,careerviet,Chuyên Viên Media (Chụp Ảnh – Quay Dựng Video)(MỚI),CÔNG TY CỔ PHẦN ĐẦU TƯ ĐỊA ỐC ĐẠI QUANG MINH,Hà Nội,Lương: Cạnh tranh,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-media-chup-anh-quay-dung-video.35C75D5A.html,https://careerviet.vn/vi/tim-viec-lam/chuyen-vien-media-chup-anh-quay-dung-video.35C75D5A.html,5dfd0b3d793032471d9d21db38e99ade2503319af2cd20caed7e861bc68e2d11,t,2026-05-13 18:11:28.681435+00,2026-05-14 01:16:43.001071+00,2026-05-13 18:11:28.639217+00,2026-05-14 01:16:43.001071+00,"{'"source'": '"dom'"}"
1060,12,construction-engineering,topcv,Kiến Trúc Sư Kiểm Soát Thiết Kế - CHỈ TUYỂN NỮ - Lương Upto 30 Triệu [Hà Nội],CÔNG TY CỔ PHẦN VKING,Hà Nội,17 - 30 triệu,17,30,{},,,"","",,,https://www.topcv.vn/viec-lam/kien-truc-su-kiem-soat-thiet-ke-chi-tuyen-nu-luong-upto-30-trieu-ha-noi/2144825.html,https://www.topcv.vn/viec-lam/kien-truc-su-kiem-soat-thiet-ke-chi-tuyen-nu-luong-upto-30-trieu-ha-noi/2144825.html,dcd8efae81e99195589999fecb438f849dbf8ca8da14b9db3ef454002413058b,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
1061,5,human-resources,topcv,Chuyên Viên Tuyển Dụng - Thu Nhập 10 -13 Triệu - Đi Làm Ngay,"",Hà Nội,10 - 13 triệu,10,13,{},,,"","",,,https://www.topcv.vn/viec-lam/chuyen-vien-tuyen-dung-thu-nhap-10-13-trieu-di-lam-ngay/1958993.html,https://www.topcv.vn/viec-lam/chuyen-vien-tuyen-dung-thu-nhap-10-13-trieu-di-lam-ngay/1958993.html,6c3d07d6ff0516517be555db100ac3e82f03ddd75fa5f3f5b4153d834658ad9b,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
977,2,marketing-communication,topcv,Nhân Viên Kỹ Thuật Viễn Thông,CÔNG TY CP ĐẦU TƯ XÂY DỰNG VIỄN THÔNG ĐỒNG THÁP,Đồng Tháp (mới),10 - 20 triệu,10,20,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-vien-thong/2122529.html,https://www.topcv.vn/viec-lam/nhan-vien-ky-thuat-vien-thong/2122529.html,2d0d35411ad16cf5a74fb4e8effffe0b7adc796271ec9f77b26e321e4a0390f3,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
1062,4,accounting-auditing,topcv,Trưởng/Phó Phòng Kế Toán ( Công Ty Dịch Vụ Kế Toán Lương Trên 20tr/Tháng + Thưởng),CÔNG TY TNHH KIỂM TOÁN VÀ TƯ VẤN STS VIỆT NAM,Hà Nội,Từ 20 triệu,20,,{},,,"","",,,https://www.topcv.vn/viec-lam/truong-pho-phong-ke-toan-cong-ty-dich-vu-ke-toan-luong-tren-20tr-thang-thuong/2148594.html,https://www.topcv.vn/viec-lam/truong-pho-phong-ke-toan-cong-ty-dich-vu-ke-toan-luong-tren-20tr-thang-thuong/2148594.html,a913268acd47c7404874c810c8fc62f65b7abe6924420ddf0cb820bb34a35357,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
1063,3,finance-banking,topcv,Kế Toán Trưởng (TP Tài Chính - Kế Toán),"",Hà Nội,25 - 30 triệu,25,30,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-truong-tp-tai-chinh-ke-toan/2078956.html,https://www.topcv.vn/viec-lam/ke-toan-truong-tp-tai-chinh-ke-toan/2078956.html,b98811a646e7e29720ebaa62acdd157009168602cad7ff4afada000f26ece01a,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
1064,2,marketing-communication,topcv,Senior Marketing Executive (Acting Team Lead),CÔNG TY TNHH CG GLOBAL,Hà Nội,16 - 23 triệu,16,23,{},,,"","",,,https://www.topcv.vn/viec-lam/senior-marketing-executive-acting-team-lead/2148122.html,https://www.topcv.vn/viec-lam/senior-marketing-executive-acting-team-lead/2148122.html,5f9c9679f2223679a8f8a536d206d98072db116f199789b9ac9039cc9e3fa521,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
978,6,sales-business-development,topcv,"Trưởng Phòng Kinh Doanh Micro SME - Từ Liêm, Hoàn Kiếm - TA086 - ID1535","",Hà Nội,Thoả thuận,,,{},,,"","",,,https://www.topcv.vn/brand/vpbank/tuyen-dung/truong-phong-kinh-doanh-micro-sme-tu-liem-hoan-kiem-ta086-id1535-j2153339.html,https://www.topcv.vn/brand/vpbank/tuyen-dung/truong-phong-kinh-doanh-micro-sme-tu-liem-hoan-kiem-ta086-id1535-j2153339.html,c90c810fddc33d2c7cb5f09bc2ae0182e596507b2199817a7429551ccf8e0f21,t,2026-05-14 01:49:18.102947+00,2026-05-14 03:17:29.430533+00,2026-05-14 01:49:18.063928+00,2026-05-14 03:17:29.607449+00,"{'"source'": '"dom'"}"
246,10,logistics-supply-chain,vietnamworks,Senior Inventory Control (Working in Hai Phong),Vinfast Trading And Production JSC,"","",,,{},,,Vị trí tại Vinfast Trading And Production JSC. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/senior-inventory-control-working-in-hai-phong--2048247-jv,https://www.vietnamworks.com/senior-inventory-control-working-in-hai-phong--2048247-jv?source=searchResults&searchType=2&placement=2048247&sortBy=date&qs=0,f9d8e328680768ef03aff2a504f5a83c87ef0d362cfa82d6a0d2b49a5ddaee53,t,2026-05-12 13:18:46.505241+00,2026-05-14 02:01:47.185875+00,2026-05-12 13:18:46.515755+00,2026-05-14 02:01:47.185875+00,"{'"source'": '"dom'"}"
464,12,construction-engineering,vietnamworks,Chuyên Viên Kiến Trúc Giải Pháp (Solution Architect) - Mã Số: Ptud-04,Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt,"","",,,{},,,Vị trí tại Chi Nhánh Trung Tâm Công Nghệ Thông Tin Tập Đoàn Bảo Việt. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/chuyen-vien-kien-truc-giai-phap-solution-architect-ma-so-ptud-04-2030660-jv,https://www.vietnamworks.com/chuyen-vien-kien-truc-giai-phap-solution-architect-ma-so-ptud-04-2030660-jv?source=searchResults&searchType=2&placement=2030660&sortBy=date&qs=0,60f6124e249b67225bd773b1b8af9c761db706f1cb226b36e2a3285976a184e9,t,2026-05-13 16:22:19.636281+00,2026-05-14 03:17:37.906716+00,2026-05-13 16:22:19.647086+00,2026-05-14 03:17:37.819421+00,"{'"source'": '"dom'"}"
413,8,education-training,vietnamworks,(Tuyển Thêm) Recruitment & Training Staff (Shuttle Bus Running in Hanoi),Hanwha Aero Engines Company Limited,"","",,,{},,,Vị trí tại Hanwha Aero Engines Company Limited. Xem chi tiết và ứng tuyển trực tiếp trên VietnamWorks.,"",,,https://www.vietnamworks.com/tuyen-them-recruitment-training-staff-shuttle-bus-running-in-hanoi-2048466-jv,https://www.vietnamworks.com/tuyen-them-recruitment-training-staff-shuttle-bus-running-in-hanoi-2048466-jv?source=searchResults&searchType=2&placement=2048466&sortBy=date&qs=0,6229051d0f9bf4df8fc7d2bdf39fe53f219aa89e67844030b99b5168a016d3a4,t,2026-05-13 16:22:16.344037+00,2026-05-14 02:01:48.63836+00,2026-05-13 16:22:16.333171+00,2026-05-14 02:01:48.63836+00,"{'"source'": '"dom'"}"
820,14,retail-ecommerce,careerviet,HỌA VIÊN NỘI THẤT 3D,TTID DESIGN & BUILD CONTRACTOR,Hồ Chí Minh,Lương: 13 Tr - 20 Tr VND,,,{},,,"","",,,https://careerviet.vn/vi/tim-viec-lam/hoa-vien-noi-that-3d.35C6D998.html,https://careerviet.vn/vi/tim-viec-lam/hoa-vien-noi-that-3d.35C6D998.html,7c3ac465d537d0f0b9dcf2887350facbcceabf2f98144808afa9202a849d3b1d,t,2026-05-14 01:16:43.233409+00,2026-05-14 01:33:15.483936+00,2026-05-14 01:16:43.33008+00,2026-05-14 01:33:15.483936+00,"{'"source'": '"dom'"}"
1065,6,sales-business-development,topcv,Nhân Viên Kinh Doanh Bán Nhà Phố/Sales Bất Động Sản/Nhân Viên Tư Vấn BĐS - Thu Nhập Trên 39 Triệu (Tự Do Thời Gian - Chủ Động Chọn Địa Điểm Làm Việc Phù Hợp - Không Yêu Cầu Kinh Nghiệm - Được Đào Tạo Từ Đầu) Nguồn Nhà/Nguồn Khách Có Sẵn,CÔNG TY CỔ PHẦN TẬP ĐOÀN THIÊN KHÔI – CHI NHÁNH HỒ CHÍ MINH,Hồ Chí Minh (mới),39 - 90 triệu,39,90,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-ban-nha-pho-sales-bat-dong-san-nhan-vien-tu-van-bds-thu-nhap-tren-39-trieu-tu-do-thoi-gian-chu-dong-chon-dia-diem-lam-viec-phu-hop-khong-yeu-cau-kinh-nghiem-duoc-dao-tao-tu-dau-nguon-nha-nguon-khach-co-san/2152362.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-ban-nha-pho-sales-bat-dong-san-nhan-vien-tu-van-bds-thu-nhap-tren-39-trieu-tu-do-thoi-gian-chu-dong-chon-dia-diem-lam-viec-phu-hop-khong-yeu-cau-kinh-nghiem-duoc-dao-tao-tu-dau-nguon-nha-nguon-khach-co-san/2152362.html,690e1b0d2a79729bf79a54b35eb8fc462eab021bddb0140173c4fb63cd7db946,t,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.456273+00,2026-05-14 02:01:45.749571+00,2026-05-14 02:01:45.749571+00,"{'"source'": '"dom'"}"
979,6,sales-business-development,topcv,"Nhân Viên Kinh Doanh Vật Tư Y Tế, Đi Làm Ngay, Lương Cứng Từ 12 Triệu, Thu Nhập Không Giới Hạn, Hà Nội","",Hà Nội,14 - 20 triệu,14,20,{},,,"","",,,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-vat-tu-y-te-di-lam-ngay-luong-cung-tu-12-trieu-thu-nhap-khong-gioi-han-ha-noi/2153595.html,https://www.topcv.vn/viec-lam/nhan-vien-kinh-doanh-vat-tu-y-te-di-lam-ngay-luong-cung-tu-12-trieu-thu-nhap-khong-gioi-han-ha-noi/2153595.html,ed300cb7743a644bd7db7bac93f73e20c4008751b644b5d52c183bacdabcaa77,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
981,4,accounting-auditing,topcv,Kế Toán Viên (Thu Nhập 15-20 Triệu/Tháng),CÔNG TY CỔ PHẦN TẬP ĐOÀN DƯỢC MỸ PHẨM DOVA,Hà Nội,15 - 20 triệu,15,20,{},,,"","",,,https://www.topcv.vn/viec-lam/ke-toan-vien-thu-nhap-15-20-trieu-thang/2151351.html,https://www.topcv.vn/viec-lam/ke-toan-vien-thu-nhap-15-20-trieu-thang/2151351.html,9ac225a223e67111570243e6e0f229a16794a658ae37dba2b11a1112b8a6e768,t,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.102947+00,2026-05-14 01:49:18.063928+00,2026-05-14 01:49:18.063928+00,"{'"source'": '"dom'"}"
